SRC,TGT,Sign
413,9410,1
6078,930,1
195,90,1
6432,1753,1
1706,4690,1
8982,8500,1
5563,6028,1
2300,3911,1
4222,2052,1
2835,2277,1
439,603,1
578,1122,1
8209,6759,1
350,2173,1
3293,2700,1
8033,5889,1
8492,5847,1
6671,10927,1
3231,1656,1
1038,2304,1
8018,855,1
3675,6880,1
122,3592,1
867,2991,1
4800,3336,1
3742,10489,1
6886,8030,1
3236,8267,1
134,540,1
7837,5372,1
7105,5768,1
3544,373,1
2623,1136,1
1210,8321,1
4114,3841,1
523,10027,1
4385,358,1
2394,8696,1
7456,6338,1
10351,10340,1
3174,2817,1
8109,9681,1
2141,1165,1
44,2850,1
98,2191,1
565,581,1
899,8888,1
7234,4271,1
10438,10363,1
244,933,1
2840,5521,1
5998,6437,1
3231,393,1
5134,4298,1
7104,5768,1
5401,1936,1
103,349,1
4606,7831,1
523,1598,1
1507,286,1
523,2553,1
5476,5346,1
4268,7291,1
11029,5532,1
3574,1158,1
10115,6389,1
2270,5585,1
1483,42,1
346,168,1
1348,4832,1
8743,8613,1
636,2208,1
4331,4607,1
3987,8949,1
8038,860,1
588,8653,1
10428,444,1
655,4311,1
2593,2247,1
3122,711,1
1067,58,1
8263,8018,1
439,154,1
829,1583,1
8799,9299,1
125,365,1
1834,2055,1
6717,4688,1
3371,2545,1
6737,402,1
6027,2006,1
19,4324,1
2489,629,1
5636,1224,1
2706,589,1
10220,8611,1
5681,222,1
4112,7424,1
4396,2180,1
413,7323,1
3581,4190,1
4288,4340,1
8511,10289,1
6233,4581,1
1995,6909,1
9584,10113,1
3909,6907,1
1872,3056,1
2210,192,1
579,506,1
455,4527,1
6737,588,1
8577,8098,1
2169,7137,1
1746,2208,1
3040,2971,1
4275,982,1
4882,5618,1
5790,5908,1
5823,7229,1
2668,3264,1
154,213,1
240,1193,1
664,2304,1
3554,930,1
10120,5254,1
3236,2394,1
6739,3622,1
2878,1746,1
4733,98,1
1803,7297,1
751,1967,1
1545,28,1
8487,5829,1
189,2454,1
3846,3493,1
10931,4060,1
6553,10102,1
2085,3878,1
1901,1037,1
61,2243,1
8834,4982,1
4376,10650,1
114,540,1
6989,4128,1
98,2082,1
1514,2884,1
4800,8653,1
2196,1053,1
4600,4132,1
98,6013,1
5826,6028,1
5682,7152,1
2585,1218,1
3051,1359,1
6731,8932,1
4395,2152,1
2102,2245,1
10038,10098,1
4682,1869,1
261,1499,1
3703,5656,1
2560,6291,1
4186,2715,1
4946,7325,1
66,367,1
2532,9139,1
2376,7457,1
9267,3909,1
4125,4981,1
1477,1583,1
869,958,1
996,10214,1
8262,3513,1
5886,5563,1
3524,8109,1
1085,3656,1
22,13,1
257,3003,1
3374,6957,1
2543,3065,1
4688,421,1
98,563,1
75,493,1
3374,4329,1
1032,6328,1
6985,6702,1
6823,5782,1
8609,4800,1
3854,2185,1
2427,1874,1
5825,2429,1
507,101,1
8248,5896,1
3375,2159,1
5860,321,1
4609,4115,1
2143,830,1
2217,140,1
2661,376,1
12,168,1
1445,8932,1
126,4466,1
3907,441,1
5567,7821,1
7632,11171,1
2209,1227,1
2482,2604,1
4228,982,1
7827,3970,1
6739,6749,1
1412,5241,1
580,4969,1
530,252,1
350,1874,1
821,187,1
3506,7827,1
3374,1977,1
4031,9154,1
9010,10932,1
1896,2690,1
566,1154,1
124,2491,1
6893,6425,1
7129,5826,1
6775,5829,1
6002,2391,1
1413,1586,1
899,467,1
2532,8493,1
3675,3622,1
95,706,1
9957,9923,1
4338,4125,1
1546,3259,1
8262,8683,1
348,323,1
366,365,1
8092,8103,1
821,235,1
1987,3011,1
6296,4607,1
2855,5161,1
2219,2155,1
1847,3259,1
6287,7091,1
1315,1619,1
983,6574,1
98,4639,1
3742,6739,1
2436,5819,1
7,190,1
520,698,1
2196,2454,1
98,8891,1
61,2,1
122,830,1
5829,4365,1
7827,8632,1
1367,3345,1
455,751,1
4323,7074,1
612,147,1
8655,10638,1
1766,2183,1
6339,3890,1
10120,1680,1
4150,825,1
2082,1765,1
6406,11176,1
4590,3145,1
829,1822,1
334,1647,1
2656,11121,1
6511,3523,1
9355,4191,1
2656,9228,1
8029,3618,1
80,502,1
577,4985,1
414,1948,1
10175,10194,1
4685,4662,1
3703,6246,1
6700,3372,1
5878,6317,1
2529,3619,1
5853,5751,1
3196,1053,1
10144,8302,1
1942,641,1
6233,6056,1
32,112,1
1680,2565,1
4784,2101,1
1952,7552,1
3190,3610,1
2008,727,1
6739,4997,1
43,388,1
2736,4305,1
179,313,1
1541,282,1
799,5781,1
14,859,1
3742,5172,1
941,4109,1
3128,999,1
8013,6688,1
252,588,1
68,1631,1
7651,10952,1
1643,1640,1
8194,6880,1
7999,4191,1
6233,3085,1
7324,9154,1
10051,3618,1
4241,4870,1
1766,5864,1
731,441,1
555,576,1
16,466,1
116,4331,1
5889,5765,1
2457,2367,1
195,4765,1
455,4283,1
8374,2210,1
7651,7336,1
2706,4284,1
5848,7009,1
6335,10213,1
103,9,1
413,9376,1
1460,257,1
1370,1583,1
10398,6177,1
4191,6235,1
8962,8877,1
775,94,1
5540,3951,1
343,428,1
4800,6188,1
592,8279,1
439,240,1
1001,1303,1
155,631,1
4180,309,1
2188,5241,1
139,323,1
951,2902,1
1563,2188,1
773,5161,1
10964,9010,1
333,1593,1
6608,2935,1
563,2109,1
4132,4144,1
5893,6732,1
3025,372,1
2597,1501,1
7265,10340,1
2157,825,1
9010,6479,1
102,4247,1
44,6621,1
8360,6882,1
5780,6888,1
2535,1364,1
5660,1706,1
7,1274,1
8389,8388,1
8224,8193,1
358,4445,1
5896,7128,1
419,5122,1
3247,5864,1
146,2191,1
465,1736,1
1810,2902,1
1942,3029,1
195,762,1
6730,8193,1
1456,348,1
8864,6699,1
2454,1584,1
61,3592,1
3807,4459,1
2656,110,1
1408,4591,1
195,4697,1
1182,3413,1
10194,10941,1
365,438,1
5858,4047,1
208,1097,1
3857,6338,1
2121,301,1
2623,2878,1
6801,4731,1
2138,1001,1
2188,4047,1
1108,2055,1
8287,9556,1
1287,4298,1
438,147,1
1650,881,1
2080,1680,1
4882,6302,1
8221,2214,1
2391,407,1
3764,3065,1
125,1046,1
5937,5826,1
6014,8202,1
5890,2391,1
98,2424,1
358,1251,1
991,139,1
930,4488,1
4581,3538,1
4234,670,1
1452,3254,1
4139,2897,1
4376,5996,1
10126,3858,1
5765,1037,1
5621,1746,1
8079,10608,1
3931,5302,1
8245,6732,1
5985,7609,1
4931,3226,1
1127,1834,1
8024,1780,1
2420,6004,1
2130,4463,1
488,2109,1
7454,5836,1
106,2558,1
991,58,1
5122,4931,1
10098,5570,1
2878,5161,1
7091,5990,1
5871,2600,1
6003,7983,1
5570,10027,1
1749,1394,1
281,1085,1
4144,6218,1
8216,8361,1
2268,2304,1
2577,2266,1
7652,10239,1
75,2121,1
951,2173,1
94,1015,1
3064,1643,1
4642,6764,1
6404,2499,1
4117,6203,1
899,6307,1
29,1274,1
98,110,1
5772,5012,1
1367,2175,1
8180,9959,1
8373,6563,1
3899,1948,1
4165,4160,1
4284,3355,1
509,9027,1
4997,4944,1
10119,8077,1
4277,5546,1
580,1154,1
347,1420,1
7324,9918,1
3396,4955,1
3236,239,1
1706,3355,1
561,313,1
210,5819,1
195,4229,1
1549,10098,1
540,1598,1
69,809,1
3633,5551,1
4244,332,1
3489,4117,1
4985,8000,1
4125,4503,1
207,10084,1
8265,3703,1
5618,5985,1
562,2178,1
8048,10214,1
90,257,1
2183,9010,1
2346,999,1
4125,1484,1
7563,4931,1
2688,2367,1
6735,9008,1
10028,1237,1
8189,3851,1
3764,3110,1
3040,373,1
8149,7142,1
5435,10256,1
5618,6403,1
6643,3968,1
1741,7148,1
4247,5573,1
1708,540,1
3237,4688,1
5981,6264,1
114,1007,1
76,2,1
3256,4503,1
3593,10133,1
7475,5908,1
4194,1148,1
6744,8626,1
2069,1443,1
1534,2120,1
3098,2690,1
5654,3909,1
7553,2597,1
6293,1780,1
19,3315,1
6135,8337,1
108,2434,1
1063,8321,1
229,2524,1
584,6653,1
993,366,1
5565,98,1
1443,1046,1
1408,234,1
3938,1364,1
4133,4139,1
5988,3703,1
344,1730,1
453,1224,1
581,297,1
8271,4489,1
1133,98,1
2188,3769,1
1226,333,1
6650,2570,1
6911,244,1
5826,4365,1
195,1126,1
1486,1547,1
230,365,1
6301,1834,1
5833,4323,1
86,435,1
717,692,1
2188,5305,1
1872,3134,1
6017,5842,1
2934,19,1
4119,4106,1
3374,6027,1
1190,832,1
3044,1629,1
312,2178,1
8031,7831,1
4473,1224,1
8978,5896,1
1615,204,1
1713,189,1
10194,6184,1
3045,86,1
1338,4365,1
3703,5346,1
12,1591,1
5804,587,1
3521,8696,1
1267,4696,1
9010,8482,1
1453,4142,1
636,6590,1
4581,8888,1
5316,10382,1
1179,1803,1
7663,650,1
2849,2147,1
3005,2264,1
195,3448,1
6227,4111,1
4702,2183,1
113,977,1
6747,2983,1
717,240,1
38,945,1
2560,8340,1
3435,1364,1
5893,577,1
11,2,1
1237,10149,1
4196,5128,1
219,2173,1
4271,1367,1
1834,2245,1
9148,10133,1
2221,1420,1
7137,8018,1
339,166,1
815,955,1
5755,5568,1
6749,4875,1
7282,49,1
2313,2214,1
210,6302,1
210,6173,1
6144,6030,1
12,568,1
7690,8202,1
2111,747,1
4115,6909,1
1879,6420,1
8059,4749,1
1392,438,1
4936,9550,1
2102,257,1
6744,7009,1
6056,5921,1
1182,1977,1
6484,4268,1
4289,6045,1
1063,6366,1
2041,629,1
259,4291,1
1591,2140,1
3628,6268,1
98,2222,1
192,2229,1
344,1339,1
10112,9195,1
8248,8365,1
4490,1053,1
899,2424,1
702,2328,1
8398,3523,1
4875,6200,1
1402,1229,1
4125,4340,1
1182,6252,1
859,61,1
4271,6869,1
92,3226,1
4946,2395,1
1645,10244,1
6367,583,1
5970,6242,1
61,2367,1
8331,665,1
3236,4875,1
9159,9045,1
210,3871,1
4312,3841,1
1739,441,1
1890,2058,1
44,399,1
8082,7360,1
10040,8052,1
1779,1144,1
3683,2482,1
8048,1879,1
1907,5531,1
2878,4144,1
83,2062,1
9172,6246,1
5802,6676,1
2121,86,1
4793,8107,1
4397,259,1
2571,6649,1
1338,8428,1
4258,6577,1
10333,4219,1
55,148,1
7899,6978,1
2413,6085,1
8265,6692,1
825,4117,1
5862,1746,1
3389,139,1
8048,8340,1
5920,4247,1
612,965,1
2385,2277,1
10932,10688,1
3228,3226,1
863,422,1
615,2454,1
7659,9448,1
4792,126,1
855,3002,1
3764,1570,1
860,4385,1
4669,909,1
3599,9027,1
8194,8932,1
563,400,1
10062,9852,1
1063,5654,1
1202,1094,1
9383,5084,1
6732,3540,1
336,448,1
8298,8743,1
6739,3683,1
6886,9252,1
7457,5578,1
98,2684,1
163,204,1
655,4800,1
7068,10192,1
8695,1210,1
2266,872,1
8446,7457,1
8633,9228,1
344,3264,1
451,375,1
6406,10236,1
2671,2120,1
8159,5174,1
6336,8351,1
4348,6246,1
344,5961,1
8114,8365,1
4228,856,1
336,1315,1
7636,5532,1
4397,930,1
4337,202,1
7899,1729,1
2716,3129,1
7795,8308,1
6152,2006,1
3193,263,1
6699,8254,1
5794,6869,1
1674,3093,1
1182,8055,1
8029,10857,1
5549,1025,1
2480,8171,1
4313,4271,1
116,2229,1
250,531,1
3401,4275,1
4773,6737,1
4960,4981,1
3599,8013,1
11068,11066,1
6652,5851,1
133,4025,1
1523,1799,1
4147,1034,1
8465,10261,1
2379,2266,1
146,2454,1
4247,1761,1
3374,1765,1
612,2243,1
8482,4606,1
636,4768,1
1834,4647,1
2013,2817,1
7156,3538,1
8483,2172,1
1124,15,1
8294,511,1
7853,6360,1
5312,5492,1
4684,442,1
1650,4663,1
3697,5657,1
4330,1803,1
7711,8988,1
6820,6246,1
63,345,1
98,8702,1
4663,4919,1
18,77,1
974,2589,1
996,7137,1
2419,5573,1
343,3074,1
2146,4628,1
8008,10301,1
1343,4418,1
899,6317,1
3052,344,1
1634,2304,1
8434,7137,1
1415,282,1
3706,6792,1
2759,2465,1
584,1201,1
5770,407,1
687,94,1
2415,3619,1
768,6338,1
95,13,1
8143,5262,1
469,466,1
3006,2835,1
1486,1640,1
1663,2304,1
2041,3246,1
349,209,1
6409,7596,1
1226,350,1
447,5122,1
347,44,1
6568,4115,1
2840,8461,1
370,568,1
4219,4606,1
3712,6238,1
975,328,1
8252,7457,1
2694,1315,1
208,736,1
6527,8322,1
846,5346,1
3025,1358,1
4191,2395,1
2499,10905,1
5808,2011,1
2188,10014,1
1507,5833,1
4525,1546,1
6744,4128,1
7307,2560,1
479,4269,1
96,148,1
520,930,1
8046,7576,1
2391,4679,1
2428,94,1
4936,6740,1
257,3592,1
2721,3678,1
1731,2339,1
1563,206,1
1995,5606,1
2437,10046,1
8287,5826,1
413,5646,1
626,10365,1
10103,4376,1
999,681,1
4606,6190,1
1713,2245,1
8207,6440,1
1087,6894,1
6404,10951,1
6309,4881,1
6333,6130,1
1737,6882,1
5422,4283,1
4289,1275,1
2454,6820,1
32,2208,1
421,2817,1
3699,1223,1
4123,6080,1
5938,5755,1
2199,2565,1
4268,6888,1
3170,332,1
4348,5105,1
3683,3383,1
2436,151,1
751,1133,1
161,81,1
6425,5258,1
89,6173,1
49,6172,1
1124,2217,1
3236,4991,1
6511,1025,1
761,714,1
2188,7142,1
4336,3374,1
5765,2711,1
4531,2577,1
2701,6086,1
899,1158,1
7751,4773,1
207,8190,1
168,1274,1
4060,8087,1
4150,3184,1
1224,2835,1
4773,5636,1
2764,3208,1
32,2101,1
1662,1049,1
278,3500,1
87,127,1
5782,2841,1
10094,10982,1
1127,1025,1
204,2789,1
1834,3206,1
221,540,1
2712,2106,1
4528,5768,1
1343,1620,1
4958,9447,1
46,416,1
3260,1148,1
1297,106,1
859,81,1
8031,7454,1
951,1619,1
7128,4634,1
1625,999,1
3088,6824,1
281,4663,1
6739,8917,1
4260,222,1
4045,5067,1
5757,5067,1
152,6079,1
10098,11204,1
641,1470,1
2275,1218,1
447,5765,1
5621,5943,1
6003,4204,1
5784,270,1
7690,6338,1
6725,2706,1
2443,580,1
262,3910,1
86,2491,1
4674,9008,1
1127,2134,1
4182,206,1
6699,1799,1
4842,4326,1
5922,5931,1
4177,2052,1
2963,4300,1
2169,8327,1
1419,1041,1
7653,655,1
5893,7457,1
584,4899,1
292,1595,1
8435,8696,1
1856,443,1
8949,10073,1
6407,9373,1
1397,1394,1
1549,5371,1
6369,5551,1
344,4125,1
23,2304,1
59,1394,1
8484,8361,1
302,529,1
3472,6429,1
844,692,1
6287,6291,1
4145,5551,1
3783,6035,1
1936,6692,1
164,5903,1
448,1583,1
375,1486,1
530,2029,1
4393,6766,1
27,275,1
3201,3035,1
1616,2971,1
2623,4144,1
5784,1834,1
386,2160,1
3313,7358,1
5848,6728,1
1136,707,1
1872,4270,1
4097,3090,1
1526,1640,1
119,807,1
63,4650,1
457,999,1
1548,1626,1
2163,2527,1
1753,2282,1
19,1944,1
156,2297,1
1488,2208,1
8324,1338,1
6642,2185,1
1706,3240,1
3101,952,1
6095,5161,1
169,2304,1
4241,3495,1
1013,2597,1
1182,2604,1
584,3920,1
8515,10160,1
2132,1476,1
4531,1803,1
6668,6125,1
10135,3337,1
195,7921,1
3703,3697,1
164,5578,1
7999,2500,1
8949,10088,1
1546,681,1
4677,3300,1
2571,6077,1
187,578,1
413,4496,1
42,282,1
1001,2173,1
1834,2288,1
7267,1803,1
3122,6658,1
281,1480,1
4936,4881,1
7745,6116,1
1440,867,1
899,5903,1
8354,7664,1
80,318,1
3053,3085,1
8033,5990,1
6527,9623,1
831,807,1
227,664,1
5841,3417,1
6303,8403,1
367,2173,1
8615,10235,1
10204,8949,1
1063,1498,1
5970,3122,1
6150,7050,1
5835,6758,1
1563,1034,1
7703,7457,1
7630,10414,1
301,488,1
2394,6184,1
1311,1248,1
61,2304,1
892,537,1
6574,6479,1
2554,3782,1
584,5063,1
1048,2119,1
563,4125,1
2577,4142,1
899,539,1
5880,2130,1
7182,3154,1
2243,1399,1
1413,1041,1
4487,5022,1
161,38,1
4991,4377,1
1634,664,1
2253,257,1
3347,1049,1
32,2925,1
751,2084,1
3033,7223,1
8455,6737,1
991,3878,1
3009,1364,1
2161,5919,1
5546,5919,1
606,13,1
2589,1275,1
145,466,1
751,2104,1
83,1755,1
297,3120,1
2482,6525,1
4619,8276,1
636,2245,1
8331,5656,1
8429,5765,1
6804,3396,1
6198,6742,1
8046,7358,1
5752,7521,1
86,1098,1
3618,8483,1
2188,375,1
866,90,1
4201,1359,1
923,3656,1
49,7091,1
5422,9941,1
1457,294,1
5226,7161,1
2424,6472,1
278,457,1
584,4142,1
2406,4240,1
2480,6836,1
4245,9029,1
4936,9147,1
4133,930,1
1224,4247,1
189,1303,1
899,7145,1
2701,422,1
1444,2565,1
44,3216,1
4352,2288,1
588,511,1
4114,8308,1
854,2019,1
8202,6198,1
343,290,1
10031,4634,1
2701,2454,1
4958,4446,1
529,1009,1
4374,5258,1
66,519,1
824,190,1
3015,1053,1
2313,4446,1
325,5990,1
577,4262,1
261,6,1
626,148,1
227,578,1
75,106,1
4115,10088,1
3742,7104,1
1516,884,1
999,1579,1
3385,4004,1
4270,4271,1
1896,11023,1
4348,1847,1
6176,6472,1
1088,190,1
4144,1367,1
8052,8655,1
2597,2149,1
8255,3033,1
44,2817,1
1990,418,1
2604,7792,1
1901,9154,1
3366,1049,1
2964,1591,1
459,2597,1
8528,239,1
89,5755,1
5161,6172,1
10083,3367,1
580,1822,1
6338,1182,1
2240,2835,1
98,7076,1
344,373,1
2454,2545,1
1032,5926,1
250,58,1
10048,3618,1
1976,3951,1
154,1126,1
4973,8354,1
2253,830,1
6337,5850,1
7997,6688,1
825,2762,1
9677,8373,1
5772,5890,1
220,3486,1
6137,8337,1
10454,5371,1
139,1302,1
464,1458,1
5772,343,1
546,3082,1
3822,1034,1
8297,7358,1
2623,2391,1
1624,1009,1
448,1160,1
1952,4270,1
5776,4949,1
7454,6198,1
372,1126,1
3236,10750,1
8562,8016,1
1425,5438,1
870,345,1
927,1805,1
5848,7828,1
1063,8426,1
202,3226,1
5895,6055,1
4258,6131,1
2701,2925,1
8271,8050,1
3139,2527,1
2545,2155,1
1392,428,1
1297,2154,1
3374,714,1
1526,286,1
8696,3230,1
309,3050,1
4117,1967,1
3256,2346,1
7634,8461,1
4108,7074,1
7711,9003,1
4685,8752,1
899,7453,1
10572,8036,1
8002,2853,1
899,2148,1
1038,103,1
5410,5912,1
4031,6229,1
4217,1080,1
465,5161,1
5886,3703,1
6245,6242,1
9010,5226,1
1549,10083,1
4271,4120,1
4228,1501,1
803,157,1
2239,333,1
4172,3096,1
8192,9295,1
4368,457,1
3683,4997,1
6337,1182,1
5859,7175,1
6096,7995,1
2106,3592,1
3987,4931,1
6731,6790,1
6039,530,1
2418,4139,1
6735,6198,1
809,1165,1
583,2684,1
2435,196,1
4253,447,1
2380,370,1
8852,8077,1
230,1998,1
2011,2257,1
4340,4312,1
164,1803,1
4773,6161,1
7512,8109,1
8318,10069,1
2608,809,1
235,601,1
584,6161,1
9915,9000,1
1370,568,1
4125,3581,1
1367,4899,1
2184,5919,1
349,2565,1
346,2642,1
2436,3050,1
425,90,1
4688,5548,1
884,3006,1
592,1591,1
2854,4142,1
4031,5829,1
4290,2543,1
990,1396,1
7544,6246,1
8004,8267,1
6568,10337,1
8006,8345,1
8184,1454,1
1006,112,1
3313,8279,1
206,3369,1
219,576,1
6470,6739,1
113,135,1
801,380,1
2525,1874,1
23,506,1
3091,952,1
6470,1747,1
4124,1453,1
3062,3095,1
773,1803,1
3393,2571,1
5401,4285,1
499,2140,1
4463,6853,1
2623,2577,1
6137,6692,1
2188,8342,1
951,42,1
5853,5153,1
1803,2408,1
5894,4265,1
23,6184,1
6409,7630,1
4115,8267,1
8426,5829,1
2424,6440,1
10713,8961,1
115,2,1
8040,6230,1
2392,10864,1
854,1394,1
2108,1874,1
3336,8372,1
4614,5828,1
829,578,1
15,177,1
8465,207,1
4337,375,1
325,8280,1
2245,5209,1
6229,6362,1
3037,3044,1
6135,5105,1
6404,7640,1
636,6836,1
2878,6068,1
3417,4271,1
5623,2878,1
5848,5937,1
4773,6820,1
6175,5864,1
5126,5926,1
152,3391,1
7651,11259,1
3222,4296,1
124,1532,1
49,6617,1
6668,5857,1
265,4326,1
6553,10301,1
2571,3581,1
5826,6663,1
5937,2101,1
612,2914,1
3857,1716,1
2123,7453,1
7667,8841,1
309,4245,1
330,662,1
339,110,1
5922,4204,1
6002,7091,1
5591,5656,1
10216,8294,1
4286,4418,1
3254,1896,1
4331,2152,1
221,438,1
179,2339,1
6574,2214,1
2183,7792,1
5772,2630,1
75,5168,1
5847,5943,1
5925,5051,1
421,329,1
4331,5990,1
1517,2935,1
2161,7821,1
165,190,1
799,6080,1
2085,362,1
6337,6188,1
1352,1584,1
2406,5912,1
281,3957,1
5757,4779,1
3106,3656,1
8318,10129,1
3413,3809,1
1338,5768,1
394,606,1
8008,10171,1
98,10675,1
4117,4262,1
6056,2496,1
4031,6362,1
207,8366,1
8582,6366,1
281,2055,1
178,3513,1
1995,4115,1
1706,5851,1
4936,8220,1
1504,1495,1
2219,1782,1
401,488,1
10665,2413,1
413,6195,1
358,4160,1
1737,306,1
5122,3472,1
8046,3858,1
2496,3065,1
4284,6978,1
520,3504,1
370,4647,1
8085,1452,1
1095,7068,1
1338,626,1
4115,6096,1
4114,7213,1
983,8583,1
4412,3783,1
6096,2395,1
1080,930,1
4754,4543,1
520,952,1
2406,530,1
144,600,1
3863,5051,1
4331,585,1
1741,4204,1
7632,11080,1
8623,766,1
3236,8342,1
1304,3231,1
3358,1565,1
8035,8002,1
4114,4947,1
6297,5498,1
1683,1824,1
5871,2282,1
12,1874,1
1485,6135,1
2258,61,1
244,136,1
4457,4454,1
2335,488,1
2209,2140,1
353,3391,1
10302,10215,1
1907,4870,1
4145,239,1
2604,1746,1
1095,7177,1
8639,6326,1
2532,1936,1
1370,2410,1
4920,4955,1
9033,368,1
520,4291,1
5218,2422,1
5804,7223,1
10189,9195,1
63,405,1
3033,4855,1
4609,32,1
10051,8724,1
4441,4767,1
1297,350,1
7667,7145,1
603,13,1
2052,3871,1
9068,6652,1
8319,10403,1
360,2154,1
692,578,1
1464,1495,1
8315,4148,1
5522,4270,1
86,7732,1
4348,6435,1
10102,9852,1
10955,10960,1
534,2106,1
3236,3523,1
4175,2121,1
5763,7821,1
7137,8277,1
604,10362,1
636,3138,1
98,4154,1
98,8265,1
7265,5372,1
6002,7388,1
2543,3500,1
6301,6824,1
6125,3372,1
2483,5592,1
6033,6103,1
2206,6891,1
8372,9447,1
2468,6525,1
309,373,1
15,8386,1
6129,10740,1
75,952,1
696,46,1
32,195,1
2232,1126,1
3697,8431,1
4144,4279,1
595,1266,1
10097,814,1
101,1591,1
8067,4191,1
301,94,1
125,2339,1
1158,3065,1
12,917,1
3396,4359,1
8050,10489,1
28,1126,1
5944,5890,1
11034,6335,1
8088,3436,1
8254,7086,1
4461,2983,1
110,5305,1
5826,5833,1
5923,5919,1
815,1643,1
186,105,1
3783,3442,1
983,4088,1
126,4679,1
2192,1538,1
3524,1094,1
234,37,1
3671,289,1
899,4147,1
8638,3192,1
8683,799,1
604,2328,1
8464,7457,1
365,1364,1
1657,294,1
2123,209,1
1343,4670,1
10051,8626,1
344,190,1
9010,8221,1
2188,3066,1
3759,8372,1
899,5568,1
6134,8414,1
8048,9923,1
919,190,1
10294,10958,1
5621,5998,1
453,4326,1
3067,1570,1
5618,1025,1
7711,8574,1
5623,1761,1
7324,5105,1
1742,9908,1
6425,32,1
344,4249,1
209,1154,1
2116,2565,1
7066,1094,1
441,1274,1
85,110,1
3097,2208,1
5853,8109,1
899,3578,1
19,3065,1
229,2109,1
636,4349,1
799,5563,1
28,602,1
202,2991,1
80,2339,1
1352,418,1
756,110,1
4237,5496,1
7664,10742,1
10102,6229,1
6748,6911,1
7455,5853,1
1275,3259,1
6554,7821,1
561,600,1
10048,1124,1
8033,7360,1
523,23,1
3236,9633,1
4946,4639,1
2935,2104,1
10414,8044,1
7703,8366,1
8012,1006,1
8550,9074,1
4997,6740,1
839,807,1
4609,10220,1
5479,8022,1
2222,4251,1
1052,1393,1
349,3243,1
708,346,1
2684,3637,1
407,1009,1
1006,6188,1
3975,3355,1
2210,2365,1
10066,8959,1
4398,207,1
455,2422,1
6335,6802,1
2166,4985,1
4480,7325,1
851,706,1
8245,9154,1
77,6,1
2333,2328,1
374,2560,1
4128,5573,1
2379,3786,1
4550,4598,1
4125,2175,1
10482,10713,1
509,5015,1
4348,6437,1
10236,6085,1
859,2160,1
2560,3968,1
6335,7614,1
1990,297,1
5798,4204,1
1226,945,1
1702,2140,1
3306,2998,1
2602,2208,1
1486,122,1
577,5302,1
2710,2078,1
8569,4606,1
336,1847,1
1616,2245,1
6951,5961,1
571,94,1
604,629,1
183,1046,1
6066,6307,1
1948,2597,1
4639,8702,1
5627,5867,1
8209,9764,1
322,1046,1
4132,5874,1
505,101,1
4305,580,1
5900,8308,1
6252,5105,1
114,576,1
98,4,1
523,650,1
6470,1037,1
1343,2219,1
2186,345,1
4427,4296,1
2589,762,1
112,77,1
1484,530,1
9619,6309,1
2701,1704,1
192,3120,1
3266,3226,1
1507,1394,1
1094,5853,1
7137,8067,1
270,1359,1
8834,10149,1
618,1823,1
368,5889,1
8103,6633,1
2245,3315,1
87,7230,1
4207,1764,1
1202,4647,1
121,881,1
8180,5826,1
6886,8351,1
2172,8683,1
3500,5092,1
6085,5226,1
4360,5855,1
3706,9033,1
140,229,1
7024,6577,1
4396,2152,1
7705,207,1
156,613,1
4377,325,1
1454,2705,1
3118,6362,1
3487,4550,1
2188,5342,1
163,1007,1
584,1158,1
3370,6869,1
1045,354,1
483,1805,1
421,3769,1
2437,8959,1
62,1126,1
10939,11070,1
5401,7828,1
4289,4647,1
3336,8038,1
1486,204,1
8438,7104,1
49,5636,1
8439,10043,1
3193,4488,1
2188,4147,1
485,7074,1
587,3764,1
3487,2454,1
1015,3111,1
98,8959,1
4113,7827,1
1799,7121,1
1673,4190,1
2418,151,1
179,872,1
6735,8959,1
4365,3391,1
4991,8067,1
2134,4144,1
112,4,1
2560,5105,1
3033,9219,1
1510,2704,1
6650,4543,1
9501,6096,1
6268,6302,1
1523,2423,1
11013,4619,1
4148,773,1
8985,10049,1
7705,3637,1
6325,1025,1
6060,11096,1
3976,7821,1
1948,389,1
577,1136,1
4115,5937,1
420,5823,1
1739,8114,1
4080,2488,1
2103,2612,1
1063,8891,1
4544,2196,1
6815,8022,1
5779,2148,1
2244,3624,1
6200,4161,1
6229,8049,1
10130,10299,1
4377,8838,1
5153,6888,1
347,1440,1
3047,1987,1
42,9,1
4030,6949,1
3192,8291,1
2855,290,1
577,3372,1
1838,7893,1
2130,4407,1
4251,358,1
509,2706,1
8080,6366,1
917,3196,1
6485,1736,1
523,3206,1
1940,2160,1
1553,10303,1
3275,848,1
2482,6338,1
5,148,1
3882,163,1
347,5626,1
1097,61,1
1303,113,1
4348,3122,1
947,917,1
19,2109,1
1772,3222,1
4931,4793,1
7831,9210,1
5712,2571,1
1182,1780,1
10247,4991,1
306,6131,1
2221,1538,1
3098,3243,1
1472,362,1
6335,11018,1
317,945,1
4194,2529,1
6485,222,1
86,1650,1
5824,626,1
7137,9194,1
5864,7291,1
4331,6090,1
1506,1822,1
4117,587,1
1756,1755,1
2188,4331,1
8421,6028,1
3113,415,1
441,3486,1
3697,7607,1
4117,4303,1
1704,1794,1
7128,8178,1
2682,2410,1
5492,2391,1
805,112,1
38,6,1
2982,2222,1
8340,8596,1
2430,4458,1
2560,2444,1
1062,3904,1
4639,10301,1
