SRC,TGT,Sign,FFpp,FFpm,FFmp,FFmm,FBpp,FBpm,FBmp,FBmm,BFpp,BFpm,BFmp,BFmm,BBpp,BBpm,BBmp,BBmm
8002,8724,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8002,4982,1,7,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,1
8002,8056,-1,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8002,4985,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8002,10114,1,4,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
8002,8068,1,11,1,0,0,0,6,0,1,0,2,0,0,0,1,0,0,0
8002,3976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8002,8428,-1,14,1,4,1,1,0,0,1,0,0,0,1,5,0,0,0,0
8002,8074,1,8,1,0,0,0,3,0,0,0,1,0,2,0,0,0,0,1
8002,6028,1,15,2,0,0,0,6,0,0,3,1,0,1,0,0,0,2,0
8002,10126,-1,8,0,2,0,1,1,0,0,0,0,0,0,4,0,0,0,0
8002,2455,1,10,1,1,0,0,3,0,0,0,1,0,0,0,0,1,1,2
8002,7576,-1,7,0,3,0,0,1,0,0,0,1,1,0,1,0,0,0,0
8002,10152,-1,5,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0
8002,8178,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8002,9145,-1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8002,444,1,8,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8002,8949,1,5,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8002,5570,1,28,1,3,0,0,5,5,1,3,2,0,1,5,0,1,0,1
8002,2500,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8002,1995,1,37,1,0,1,0,2,9,1,15,1,0,0,0,0,2,2,3
8002,10192,1,7,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
8002,10195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8002,5084,1,14,0,2,0,1,2,0,1,1,2,0,0,3,1,0,1,0
8002,8678,-1,4,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
8002,5097,1,4,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0
8002,9194,1,16,0,2,0,0,0,0,0,0,1,2,2,9,0,0,0,0
8002,9198,1,5,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0
8002,4594,1,8,2,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0
8002,10739,-1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8002,5621,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8002,7161,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8002,8698,1,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
8004,8834,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,5896,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,8074,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,9623,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8004,8340,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,7831,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8004,5401,-1,5,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0
8004,10260,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,8351,1,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
8004,8352,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,10403,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,2853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,8367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,10675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,1183,-1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
8004,577,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8004,8267,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,1737,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,10059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,8269,-1,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
8004,8014,1,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
8004,207,1,5,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
8004,9812,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,8039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,1896,-1,5,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
8004,5868,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8004,4594,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8004,6772,-1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
8004,8345,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8004,377,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8004,10363,1,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8004,6911,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8005,577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8006,4800,1,8,0,0,0,0,0,0,0,2,4,0,0,0,1,1,0,0
8006,6882,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8006,6692,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8006,8486,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
8006,9319,-1,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
8006,8460,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8006,9035,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8006,3372,1,4,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0
8006,855,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
8006,8340,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8006,8327,1,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
8006,6119,-1,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8006,8345,1,4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
8006,8988,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
8006,7869,-1,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
8006,8351,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
8007,5621,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,5889,-1,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
8008,9474,-1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8008,10245,-1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8008,9992,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8008,3851,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8008,8834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,239,1,5,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8008,8724,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8008,10261,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,7702,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
8008,5401,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8008,10523,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,8350,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,3618,1,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
8008,10280,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8008,10675,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,10164,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,1210,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8008,10171,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8008,2365,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8008,8254,1,7,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
8008,4544,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8008,1095,1,7,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
8008,8014,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8008,8016,1,5,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
8008,10195,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
8008,5847,-1,8,0,0,1,0,3,1,0,3,0,0,0,0,0,0,0,0
8008,10841,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,5853,-1,7,1,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0
8008,7137,-1,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8008,2532,1,7,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
8008,6886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,8550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,4204,-1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8008,10301,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,6511,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8008,8049,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,5621,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,10260,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,6909,1,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8009,9145,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8009,9467,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8009,3372,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8009,5621,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8009,8279,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8010,5097,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8010,3426,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8010,5382,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8010,8615,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8011,7969,-1,5,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
8011,9959,-1,6,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0
8011,8045,-1,5,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0
8011,4814,-1,4,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
8011,10897,-1,4,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
8011,5172,1,5,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0
8011,6903,-1,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
8011,2392,-1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
8011,8827,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8011,8351,-1,8,0,0,0,0,0,0,0,1,1,3,0,1,1,1,0,0
8012,8327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8012,8841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8012,8045,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8012,1006,1,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
8012,9808,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8012,1780,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8012,6074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8012,8988,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8013,6688,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8013,8386,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8013,8519,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8013,8361,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8013,3084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8013,4814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8013,6993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8013,8018,1,5,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
8013,5172,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8013,5847,1,5,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
8013,8340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8013,4634,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8013,8959,1,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
8013,8988,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8013,511,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8014,8352,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
8014,1995,1,8,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,1
8014,3637,1,5,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1
8014,8350,1,7,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0
8015,8132,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8015,8428,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8015,1780,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
8015,2166,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8015,8836,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8015,4191,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8016,2437,1,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
8016,4875,1,7,0,0,1,0,0,1,1,2,2,0,0,0,0,0,0,0
8016,8431,-1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8016,2706,-1,7,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,0
8016,7828,-1,5,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
8016,4245,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8016,9242,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8016,2927,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8016,8220,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8016,4634,1,6,1,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0
8016,1311,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8016,6176,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8016,7969,-1,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8016,9000,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8016,3625,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8016,9514,-1,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
8016,5549,1,5,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
8016,8624,1,4,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
8016,3637,-1,9,1,2,1,0,0,0,0,0,2,3,0,0,0,0,0,0
8016,10168,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8016,9405,-1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8016,7743,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8016,8352,1,5,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8016,9154,1,4,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8016,9933,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8016,8014,1,6,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0
8016,5327,-1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8016,8020,1,10,0,1,2,0,1,0,1,0,3,2,0,0,0,0,0,0
8016,2392,-1,6,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0
8016,8795,-1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8016,5084,-1,5,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0
8016,6749,-1,4,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
8016,9316,-1,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8016,8988,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8016,9959,-1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
8016,8039,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8016,239,-1,8,0,1,0,2,1,0,0,0,2,2,0,0,0,0,0,0
8016,3697,-1,6,0,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0
8016,5235,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8016,2548,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8016,6007,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8016,6079,1,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
8016,6909,1,4,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
8016,6911,1,6,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0
8017,5172,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8017,9532,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8017,8045,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8017,374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8018,8833,1,6,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
8018,9707,-1,5,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0
8018,8071,-1,8,0,3,0,0,2,1,0,1,0,0,0,1,0,0,0,0
8018,7177,1,5,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
8018,855,1,5,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
8018,10129,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8018,7576,-1,5,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8018,9501,-1,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
8018,6176,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
8018,8615,1,6,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0
8018,6056,-1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
8018,860,1,11,3,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0
8018,8492,1,6,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8018,8623,1,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
8018,8498,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8018,9908,-1,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8018,5174,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8018,8891,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
8018,3786,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
8018,6688,1,6,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
8018,8267,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
8018,8519,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
8018,8265,1,5,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0
8018,2378,1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
8018,6007,1,4,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
8018,8269,1,4,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
8018,8014,-1,12,3,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0
8018,8277,1,5,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0
8018,8279,-1,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
8018,5889,1,16,0,0,0,0,5,1,0,5,2,0,1,0,2,0,0,0
8018,5855,1,4,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
8018,8031,1,6,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0
8018,8035,1,9,0,1,0,0,4,0,1,0,0,1,0,0,2,0,0,0
8018,8299,-1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8018,1006,1,8,2,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0
8018,2365,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8018,6333,1,6,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0
8018,8178,1,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
8018,3699,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
8018,1780,1,10,4,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0
8018,2166,-1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8018,6903,-1,4,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
8018,3192,1,5,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0
8018,377,1,7,1,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0
8019,9953,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8019,9412,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8019,7658,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8019,9707,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8019,9812,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8019,8118,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8019,9688,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8019,1780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8019,9402,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8019,9531,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8020,8070,-1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
8020,8074,1,5,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0
8020,10764,-1,5,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0
8020,1677,1,11,0,0,0,0,0,0,1,2,1,0,2,1,1,0,2,1
8020,1680,1,7,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
8020,10897,-1,9,0,1,0,0,0,0,0,0,3,1,0,4,0,0,0,0
8020,7827,-1,26,0,1,1,0,0,1,1,0,2,2,2,11,1,0,4,0
8020,9497,-1,5,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0
8020,10908,-1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
8020,7710,-1,8,0,0,0,0,0,1,0,0,2,1,0,3,0,0,1,0
8020,8351,-1,31,0,3,0,0,2,2,1,0,4,1,3,11,0,0,1,3
8020,10738,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8020,1210,1,12,0,0,0,0,0,0,1,0,4,2,4,0,0,1,0,0
8020,10301,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
8020,447,1,6,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0
8020,4544,1,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
8020,196,1,6,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0
8020,8265,1,8,0,0,0,0,1,0,0,0,2,0,1,1,3,0,0,0
8020,5578,-1,7,0,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0
8020,8011,1,6,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0
8020,8014,1,12,2,0,1,1,0,0,0,0,2,2,2,0,1,0,1,0
8020,10832,-1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
8020,10838,-1,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
8020,10715,-1,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
8020,5084,1,15,0,1,0,1,0,0,0,1,1,1,2,6,1,0,1,0
8020,1338,1,6,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0
8020,8016,1,10,0,0,0,0,1,1,0,0,3,0,2,0,0,2,1,0
8020,7137,-1,18,2,1,0,0,0,1,0,2,3,0,4,4,0,1,0,0
8020,10216,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8020,10857,1,9,0,1,0,1,0,0,0,0,0,1,0,6,0,0,0,0
8020,1645,1,5,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0
8020,626,1,6,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0
8020,1780,-1,16,1,0,1,0,0,0,0,0,1,3,3,6,0,1,0,0
8020,766,-1,11,0,0,0,1,0,0,0,0,1,3,0,5,1,0,0,0
8020,511,1,9,1,0,0,0,0,1,0,0,2,0,2,1,1,0,1,0
8021,8002,-1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
8021,5829,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8021,8423,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8021,9033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8021,3786,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8021,8011,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8021,9959,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8021,7161,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8022,7137,-1,4,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
8022,9634,-1,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8022,1094,-1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8022,9576,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8022,2210,-1,5,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0
8022,1037,1,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
8022,8386,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8022,8178,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
